"","No.","Time","Source","Destination","Protocol","Length","Info"
"149195",149195,413.52,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"149196",149196,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149197",149197,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149198",149198,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149199",149199,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149200",149200,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149201",149201,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149202",149202,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149203",149203,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149204",149204,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149205",149205,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149206",149206,413.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149207",149207,413.77,"192.168.202.76","157.56.52.25","TCP",66,"[TCP Retransmission] 52027 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149208",149208,413.77,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"149209",149209,413.88,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"149210",149210,414.36,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149211",149211,414.51,"192.168.202.80","192.168.202.255","SKYPE",90,"Unknown_F Unk: 6"
"149212",149212,414.51,"192.168.202.80","192.168.1.255","SKYPE",90,"Unknown_F Unk: 6"
"149213",149213,414.51,"192.168.202.1","192.168.202.80","ICMP",74,"Destination unreachable (Host unreachable)"
"149214",149214,414.55,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149215",149215,414.83,"192.168.202.76","65.55.223.28","TCP",66,"[TCP Retransmission] 52028 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149216",149216,414.95,"192.168.228.1","224.0.0.10","EIGRP",78,"Hello"
"149217",149217,415.07,"192.168.202.1","224.0.0.10","EIGRP",78,"Hello"
"149218",149218,415.08,"192.168.212.1","224.0.0.10","EIGRP",78,"Hello"
"149219",149219,415.1,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149220",149220,415.25,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"149221",149221,415.28,"192.168.202.76","111.221.74.26","TCP",66,"[TCP Retransmission] 52029 > 40008 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149222",149222,415.29,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"149223",149223,415.32,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149224",149224,415.32,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149225",149225,415.32,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149226",149226,415.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149227",149227,415.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149228",149228,415.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149229",149229,415.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149230",149230,415.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149231",149231,415.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149232",149232,415.37,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149233",149233,415.41,"192.168.202.76","157.56.52.25","TCP",66,"[TCP Retransmission] 52030 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149234",149234,415.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149235",149235,415.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149236",149236,415.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149237",149237,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149238",149238,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149239",149239,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149240",149240,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149241",149241,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149242",149242,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149243",149243,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149244",149244,415.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149245",149245,415.57,"Vmware_05:1e:ae","Broadcast","ARP",64,"Who has 192.168.202.88? Tell 192.168.202.78"
"149246",149246,415.78,"192.168.202.91","192.168.205.253","TLSv1",335,"Application Data"
"149247",149247,415.78,"192.168.202.91","192.168.205.253","TCP",335,"[TCP Retransmission] 50049 > 443 [PSH, ACK] Seq=29875 Ack=20691 Win=21170 Len=277"
"149248",149248,415.78,"192.168.202.91","192.168.205.253","TLSv1",1231,"Application Data"
"149249",149249,415.78,"192.168.202.91","192.168.205.253","TCP",1231,"[TCP Retransmission] 50049 > 443 [PSH, ACK] Seq=30152 Ack=20691 Win=21170 Len=1173"
"149250",149250,415.78,"192.168.205.253","192.168.202.91","TCP",64,"443 > 50049 [ACK] Seq=20691 Ack=31325 Win=126 Len=0"
"149251",149251,415.78,"192.168.205.253","192.168.202.91","TCP",64,"[TCP Dup ACK 149250#1] 443 > 50049 [ACK] Seq=20691 Ack=31325 Win=126 Len=0"
"149252",149252,415.78,"192.168.215.1","224.0.0.10","EIGRP",78,"Hello"
"149253",149253,415.79,"192.168.205.253","192.168.202.91","TLSv1",1060,"Application Data, Application Data"
"149254",149254,415.79,"192.168.205.253","192.168.202.91","TCP",1060,"[TCP Retransmission] 443 > 50049 [PSH, ACK] Seq=20691 Ack=31325 Win=128 Len=1002"
"149255",149255,415.83,"192.168.219.1","224.0.0.10","EIGRP",78,"Hello"
"149256",149256,415.85,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149257",149257,415.9,"192.168.220.1","224.0.0.10","EIGRP",78,"Hello"
"149258",149258,415.98,"192.168.202.89","10.20.250.49","SNMP",123,"get-request 1.3.6.1.2.1.25.3.2.1.5.1 1.3.6.1.2.1.25.3.5.1.1.1 1.3.6.1.2.1.25.3.5.1.2.1"
"149259",149259,415.98,"192.168.202.89","10.50.253.160","SNMP",123,"get-request 1.3.6.1.2.1.25.3.2.1.5.1 1.3.6.1.2.1.25.3.5.1.1.1 1.3.6.1.2.1.25.3.5.1.2.1"
"149260",149260,415.98,"192.168.202.1","192.168.202.89","ICMP",74,"Destination unreachable (Host unreachable)"
"149261",149261,416,"192.168.202.91","192.168.205.253","TCP",64,"50049 > 443 [ACK] Seq=31325 Ack=21693 Win=20919 Len=0"
"149262",149262,416,"192.168.202.91","192.168.205.253","TCP",64,"[TCP Dup ACK 149261#1] 50049 > 443 [ACK] Seq=31325 Ack=21693 Win=20919 Len=0"
"149263",149263,416.07,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"149264",149264,416.36,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149265",149265,416.44,"192.168.203.1","224.0.0.10","EIGRP",78,"Hello"
"149266",149266,416.45,"192.168.202.76","65.55.223.28","TCP",66,"[TCP Retransmission] 52031 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149267",149267,416.53,"192.168.201.1","224.0.0.10","EIGRP",78,"Hello"
"149268",149268,416.6,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"149269",149269,416.65,"CiscoInc_9d:f2:8d","CiscoInc_9d:f2:8d","LOOP",60,"Reply"
"149270",149270,416.68,"192.168.205.1","224.0.0.10","EIGRP",78,"Hello"
"149271",149271,416.68,"192.168.207.1","224.0.0.10","EIGRP",78,"Hello"
"149272",149272,416.84,"192.168.202.97","156.154.70.22","DNS",80,"Standard query 0xb412 A dns.msftncsi.com"
"149273",149273,416.84,"192.168.202.1","192.168.202.97","ICMP",74,"Destination unreachable (Host unreachable)"
"149274",149274,416.91,"192.168.202.76","111.221.74.26","TCP",66,"[TCP Retransmission] 52033 > 443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149275",149275,416.91,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149276",149276,417.32,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149277",149277,417.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149278",149278,417.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149279",149279,417.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149280",149280,417.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149281",149281,417.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149282",149282,417.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149283",149283,417.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149284",149284,417.37,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149285",149285,417.38,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149286",149286,417.54,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149287",149287,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149288",149288,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149289",149289,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149290",149290,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149291",149291,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149292",149292,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149293",149293,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149294",149294,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149295",149295,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149296",149296,417.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149297",149297,417.56,"192.168.213.1","224.0.0.10","EIGRP",78,"Hello"
"149298",149298,417.66,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149299",149299,417.8,"192.168.214.1","224.0.0.10","EIGRP",78,"Hello"
"149300",149300,417.81,"192.168.206.1","224.0.0.10","EIGRP",78,"Hello"
"149301",149301,417.84,"192.168.202.97","8.26.56.26","DNS",80,"Standard query 0xb412 A dns.msftncsi.com"
"149302",149302,417.84,"192.168.202.1","192.168.202.97","ICMP",74,"Destination unreachable (Host unreachable)"
"149303",149303,417.86,"192.168.229.1","224.0.0.10","EIGRP",78,"Hello"
"149304",149304,417.93,"192.168.204.1","224.0.0.10","EIGRP",78,"Hello"
"149305",149305,417.98,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"149306",149306,418.17,"192.168.208.1","224.0.0.10","EIGRP",78,"Hello"
"149307",149307,418.22,"QuantaCo_83:a2:30","CiscoInc_9d:f2:c2","ARP",64,"Who has 192.168.202.1? Tell 192.168.202.76"
"149308",149308,418.22,"CiscoInc_9d:f2:c2","QuantaCo_83:a2:30","ARP",64,"192.168.202.1 is at 00:16:47:9d:f2:c2"
"149309",149309,418.41,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149310",149310,418.47,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149311",149311,418.53,"192.168.202.76","111.221.74.26","TCP",66,"[TCP Retransmission] 52034 > 80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 SACK_PERM=1"
"149312",149312,418.53,"192.168.202.1","192.168.202.76","ICMP",74,"Destination unreachable (Host unreachable)"
"149313",149313,418.69,"192.168.218.1","224.0.0.10","EIGRP",78,"Hello"
"149314",149314,418.84,"192.168.202.97","156.154.70.22","DNS",80,"Standard query 0xb412 A dns.msftncsi.com"
"149315",149315,419.22,"192.168.228.1","224.0.0.10","EIGRP",78,"Hello"
"149316",149316,419.32,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149317",149317,419.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149318",149318,419.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149319",149319,419.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149320",149320,419.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149321",149321,419.35,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149322",149322,419.35,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149323",149323,419.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149324",149324,419.37,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149325",149325,419.38,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149326",149326,419.47,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149327",149327,419.5,"192.168.212.1","224.0.0.10","EIGRP",78,"Hello"
"149328",149328,419.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149329",149329,419.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149330",149330,419.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149331",149331,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149332",149332,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149333",149333,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149334",149334,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149335",149335,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149336",149336,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149337",149337,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149338",149338,419.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149339",149339,419.69,"192.168.202.1","224.0.0.10","EIGRP",78,"Hello"
"149340",149340,420.03,"192.168.217.1","224.0.0.10","EIGRP",78,"Hello"
"149341",149341,420.22,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149342",149342,420.26,"192.168.219.1","224.0.0.10","EIGRP",78,"Hello"
"149343",149343,420.32,"192.168.215.1","224.0.0.10","EIGRP",78,"Hello"
"149344",149344,420.42,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149345",149345,420.56,"192.168.220.1","224.0.0.10","EIGRP",78,"Hello"
"149346",149346,420.84,"192.168.202.97","8.26.56.26","DNS",80,"Standard query 0xb412 A dns.msftncsi.com"
"149347",149347,420.84,"192.168.202.97","156.154.70.22","DNS",80,"Standard query 0xb412 A dns.msftncsi.com"
"149348",149348,420.84,"192.168.202.1","192.168.202.97","ICMP",74,"Destination unreachable (Host unreachable)"
"149349",149349,420.97,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149350",149350,421,"192.168.216.1","224.0.0.10","EIGRP",78,"Hello"
"149351",149351,421,"192.168.227.1","224.0.0.10","EIGRP",78,"Hello"
"149352",149352,421.03,"192.168.205.1","224.0.0.10","EIGRP",78,"Hello"
"149353",149353,421.08,"CiscoInc_9d:f2:c5","Broadcast","ARP",64,"Who has 192.168.205.254? Tell 192.168.205.1"
"149354",149354,421.21,"192.168.203.1","224.0.0.10","EIGRP",78,"Hello"
"149355",149355,421.32,"192.168.207.1","224.0.0.10","EIGRP",78,"Hello"
"149356",149356,421.33,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/110/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149357",149357,421.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/120/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149358",149358,421.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/130/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149359",149359,421.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/140/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149360",149360,421.34,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/150/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149361",149361,421.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/160/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149362",149362,421.36,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/170/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149363",149363,421.36,"192.168.201.1","224.0.0.10","EIGRP",78,"Hello"
"149364",149364,421.37,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/180/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149365",149365,421.38,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/270/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149366",149366,421.39,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/280/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149367",149367,421.55,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/290/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149368",149368,421.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/211/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149369",149369,421.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/212/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149370",149370,421.56,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/213/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149371",149371,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/214/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149372",149372,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/215/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149373",149373,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/216/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149374",149374,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/217/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149375",149375,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/218/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149376",149376,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/219/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149377",149377,421.57,"CiscoInc_9d:f2:8d","PVST+","STP",68,"Conf. Root = 32768/220/00:16:47:9d:f2:80  Cost = 0  Port = 0x800d"
"149378",149378,421.7,"192.168.202.89","10.7.136.63","NBNS",96,"Name query NBSTAT *<00><00><00><00><00><00><00><00><00><00><00><00><00><00><00>"
"149379",149379,421.71,"192.168.202.1","192.168.202.89","ICMP",74,"Destination unreachable (Host unreachable)"
"149380",149380,422.03,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
"149381",149381,422.14,"192.168.213.1","224.0.0.10","EIGRP",78,"Hello"
"149382",149382,422.24,"192.168.229.1","224.0.0.10","EIGRP",78,"Hello"
"149383",149383,422.33,"fe80::216:47ff:fe9d:f2c5","ff02::1","ICMPv6",122,"Router Advertisement from 00:16:47:9d:f2:c5"
"149384",149384,422.39,"Cisco-Li_90:f2:11","Spanning-tree-(for-bridges)_00","STP",60,"RST. Root = 32768/0/00:18:f8:90:f1:e0  Cost = 0  Port = 0x8031"
"149385",149385,422.43,"192.168.204.1","224.0.0.10","EIGRP",78,"Hello"
"149386",149386,422.49,"192.168.202.71","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149387",149387,422.49,"192.168.202.71","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149388",149388,422.49,"192.168.202.71","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149389",149389,422.49,"192.168.202.71","192.168.202.255","BROWSER",220,"Get Backup List Request"
"149390",149390,422.49,"192.168.202.71","192.168.202.255","NBNS",96,"Name query NB COLLECTIVE<1d>"
"149391",149391,422.49,"192.168.202.71","192.168.202.255","NBNS",96,"Name query NB NY<1d>"
"149392",149392,422.49,"192.168.202.71","192.168.202.255","NBNS",96,"Name query NB                <1d>"
"149393",149393,422.54,"192.168.206.1","224.0.0.10","EIGRP",78,"Hello"
"149394",149394,422.67,"192.168.211.1","224.0.0.10","EIGRP",78,"Hello"
"149395",149395,422.78,"192.168.202.97","192.168.202.255","NBNS",96,"Name query NB ISATAP<00>"
